,tweet,Primary Emotion
5542,Aleppo: Resident Speaks out Against Rami Jarrah Reports https://t.co/UpB8EpBl5q #NoDAPL,fear
5543,"#oklahoma #nodapl so dissent and protest is not considered a right in my home state, Gov. Fallen?  #firemikeholder https://t.co/Ios1sCKgUO",anger
5544,Drone Operators of #nodapl https://t.co/du59nQiXmd,joy
5545,"Lakota People's Law Project: News roundup for the last week in #NoDAPL. 

We soldier on. #DefundDAPL... https://t.co/qge7ND3pgg",fear
5546,Nodapl takes over the Staten Island ferry😎Please share to let everyone know standing rock is everywhere and to... https://t.co/ZQubBSdK3k,neutral
5547,"2day, a Saturday mind u, an appeals court refused 2 stop oil from flowing through the Dakota Access pipeline #NoDAPL https://t.co/k4ZSNv6fFD",fear
5548,The latest The Integral Green Peace Daily! https://t.co/jEYCaxpK73 #nodapl #coralreef,joy
5549,Indigenous people 'convince Norwegian pension fund to ditch investment in Dakota pipeline' | The Independent https://t.co/59N0nFkSsH #noDAPL,fear
5550,"In honor of all water protectors 
#NoDapl https://t.co/QKxkWhIxYD",fear
5551,"@DAPLFacts I was taught not to piss within 200ft of water when hiking, camping, etc. yet you plan to pump poison within 100ft #NoDAPL",anger
5552,Dakota Access pipeline could operate by Monday as U.S. court refuses tribes' appeal - Business - CBC News https://t.co/SrCwcsG8cK #noDAPL,fear
5553,"oil may start flowing next week, we still say #NoDAPL &amp; cont to #resist ! Grab the snake by the tail, #divest &amp; protect h2o for 18M ppl",anger
5554,.@ChaseIronEyes of #StandingRock Sioux tells @TheRealJFOD why he's not giving up on fighting #DAPL [WATCH] https://t.co/WiGeuU5wP7 #NoDAPL,fear
5555,"@RuthHHopkins then when it ruptures, prepare for fake news about sabotage. I'm sure they already gave a press release written #NoDAPL",fear
5556,"They won award! 👏💜
#NoDAPL https://t.co/HgnNaL9kCh",joy
5557,watching the first episode of Rise on Viceland and it's so powerful &amp; heartbreaking. #NoDAPL is so much more than a hashtag,sadness
5558,AirVuz was honored to present the award for best News and Documentary film at @NYCDRONEFF to the filmmakers of #NoDAPL. https://t.co/AGbumKlIlu,joy
5559,@pglynn61 @stevgole I will never forget DAPL and the horrors the water protectors suffered while Obama sat in the White House #NoDAPL,fear
5560,Human Trafficking and the Human Rights Agenda Against Eritrea https://t.co/yzQLpBnuCt #NoDAPL,fear
5561,He needs to be taught some manners. #MniWiconi #TrumpTyranny #NoDAPL https://t.co/kFwYspoUFp,fear
5562,Police want to search a #NoDAPL group’s Facebook page https://t.co/1W03cywa3O https://t.co/MsCVkrxJFM,fear
5563,Is she dead? They threaten her? She maybe in witness protection? #MniWiconi #TrumpTyranny #NoDAPL https://t.co/o5exvhI91L,fear
5564,10 Women of Faith Leading the Charge Ahead https://t.co/6Fmicki3j7 #NoDAPL #StandingRock #WaterIsLife,fear
5565,"@eileendefreest Ah, that is indeed true. VIcious, vindictive vendettas...

#TheResistance #NoBanNoWallNoRaids #russiagate #NoDAPL #IDefy https://t.co/2wP4iC70Sd",anger
5566,Stand strong with your Native Americans who are standing for the environment! #noDAPL #noKXL #Resist https://t.co/lCQZhBRql5,anger
5567,The Dakota Access Pipeline Company Shouldn’t Have to Pay for the Misconduct of #NoDAPL Protesters https://t.co/gUTEPIqmAX,anger
5568,The Dakota Access Pipeline Company Shouldn’t Have to Pay for the Misconduct of #NoDAPL Protesters https://t.co/z5OWXmdc6R,anger
5569,"The idiot on the right has foreign agents in my white house, I'm afraid. #MniWiconi #TrumpTyranny #NoDAPL https://t.co/kXyyUUYLBn",fear
5570,"""Free Red Fawn"". Incarcerated w/an unconstitutionally-high bail despite not being guilty of the weapons charges. #NoDAPL https://t.co/NhWnLfTPgj",sadness
5571,"Chevron Pipeline Spills 4,800 Gallons of Oil, Kills Wildlife https://t.co/3ZPXQiQ9Rb #Climate #cdnpoli #NoKXL #StopKM #WaterIsLife #NoDAPL",fear
5572,Sheriff Caught Scrubbing FB Page of Evidence of #NoDAPL Civil Rights Violations after Fed Lawsuit. https://t.co/BaUpWin5AP,fear
5573,@APCentralRegion @AP The U.S.' long history of ignoring Native American rights has been resuscitated by this administration. #NoDAPL,fear
5574,@POTUS @SenBillNelson @marcorubio @SenWarren this is WHY NODAPL/XL pipeline-environment needs protection for all https://t.co/FQomemuSYg,fear
5575,"Sami people persuade Norway pension fund to divest from Dakota Access
https://t.co/FCqwsEpgs2
#NoDAPL #DivestDAPL",sadness
5576,Creating Failed States | Next up: Burundi https://t.co/FqceuUvGsb #NoDAPL,fear
5577,Sign the petition: Tell the 17 banks financing the Dakota Access pipeline to immediately divest https://t.co/MVAnTK4nJl #NoDAPL,anger
5578,"Chairman Archambault on #waterprotectors, allegations of misuse &amp; current state of the #NoDAPL fight. https://t.co/Mk3Okd12uz",fear
5579,"Why do we even have to defend ourselves for caring!?
#NoDAPL 
#RESIST 
#WATERISLIFE",fear
5580,"If you thought Randy Blythe's lyrics were good, just wait. #NoDAPL #waterislife https://t.co/YKkJhrpw25",fear
5581,WTF....THIS IS JUST F'ING INCREDIBLE....THEY SHOULD'VE PUT - STOLEN U.S. PROPERTY....#mybloodisboilingagain #NoDAPL https://t.co/Zlobpy2qrL,anger
5582,"Indigenous peoples and allies march on DC=&gt; re: land rights vs Big Oil #StandWithStandingRock 
#NoDAPL #NoKeystoneXL https://t.co/NjE8Yyf6ob",fear
5583,@IssueOneReform umm @SenatorHeitkamp is a sellout #corporatist who let #NoDAPL protectors get shot w/ rubber bullets &amp; freezing water. Shame,fear
5584,I need a double LIKE button.  #NoDAPL https://t.co/8z5Me5kVwD,fear
5585,Water is Life NoDAPL Standing Rock Tribe T-shirts https://t.co/8HS3muFgSR Support #StandingRock https://t.co/kazgSPlwkD,fear
5586,Water is Life NoDAPL Standing Rock Tribe T-shirts https://t.co/Y2v1KHUsTp Support #StandingRock https://t.co/U4Qa63zqIf,fear
5587,Water is Life NoDAPL Standing Rock Tribe T-shirts https://t.co/LEnyecSIiu Support #StandingRock https://t.co/GniOb5z0KB,fear
5588,Water is Life NoDAPL Standing Rock Tribe T-shirts https://t.co/m6dfs7iktg Support #StandingRock https://t.co/ewHgNlRjCH,fear
5589,This image by @DylanATMiner says it all. #MniWiconi #NoDAPL #MSW521 https://t.co/TJsEOZgYO7,fear
5590,The Dangers of Rebranding Prostitution as ‘Sex Work’ https://t.co/LusTPTm9hv #NoDAPL,fear
5591,"#NoDAPL is #NativeLivesMatter: The protests at Standing Rock are not only about environmentalism, they're about racism …",anger
5592,"Great job, @SarahKSilverman #NoDAPL #divest #KeepItInTheGround #moveyourmoney #investlocal #slowmoney @KillerMike @TheTrueProducts https://t.co/VnIptFIabq",fear
5593,"We have power, we have a voice. 
Time to divest from Big Banks. #nodapl https://t.co/2YJN6dQtBA",fear
5594,News &amp; Documentary: Drone Operators of #NoDapl https://t.co/koyHrbooL7,fear
5595,How do I get rid of these DAPL promoted tweets in my feed?  Gross #NoDAPL,fear
5596,New Internationalism: Sami people persuade Norway pension fund to divest from Dakota Access https://t.co/mNvQKD5hB2 #noDAPL #cdnpoli,fear
5597,"Boycott North Dakota &amp; Israel, both human rights violators, both racists against Native Americans-Palestine @amnestyusa @northdakota #NoDAPL",fear
5598,beclowns.KeyLessons https://t.co/11vFTJTg1R #OWS @DrRobinFalkov #NoDAPL @Rosie #feelthebern @WestchesterOcpy @thelittleidiot @TrumpIsCrooked,fear
5599,beclowns. Needs to know https://t.co/bpQh7fr1SW #OWS @OITNB #zerotermpresident @jayjayfrench #NoDAPL @Jello_Biafra @BryanCranston @AirOccupy,fear
5600,"Convincing large pension &amp; endowment funds to divest gets corporate bullies &amp; stockholders' attention, hitting them where it hurts. #NoDAPL https://t.co/RzqLOuaCC2",anger
5601,@dustin_temple10 @mtracey istg I am only still subscribed to tyt politics bc Michael contributes &amp;Jordans  nodapl stuff N is insufferable,anger
5602,beclowns. Been Investigating https://t.co/GOfg320BiQ #OWS @ProPublica #zerotermpresident @FredSchneider3 #NoDAPL @deesnider @Madonna @occupy,fear
5603,"#ChiefJoseph Dam. No fish passage. Dead river. Sad R Govy names it in ""honor"" of the culture the dams destroy #NoDAPL https://t.co/UyGccsSzdY",sadness
5604,The latest The Wrong Kind of Green Daily! https://t.co/T7AXQDw7ph Thanks to @empathiser #nodapl #trump,fear
5605,Listen &amp; Share- About  #Activism #Ferguson #Anonymous #NoDAPL #Police &amp; #USGovernment with guest @Anon0utlaw https://t.co/EGmjfYcWGP …,fear
5606,"Cheyenne River Sioux Takes Religious Freedom Claims to D.C. Circuit Court of Appeals #nodapl 
https://t.co/qNDMnBMsfB via @Native_NewsNet",fear
5607,The #Peace #Leadership Daily is out! --&gt; https://t.co/5SZGtDoyQu Main stories via @goldmanprize #nodapl,joy
5608,The revolution will not be subsidized or absurd failure of the left (an interview with Cory Morningstar) https://t.co/6vO8S9bH4E #NoDAPL,fear
5609,"Bank of America is lending $350M to build the Dakota Access Pipeline. Stop the money, stop a pipeline. #NoDAPL https://t.co/3jKAI5eyIR",fear
5610,Norwegian Pension Fund Divests From Companies Behind DAPL https://t.co/qwILHE7BG3 #DefundDAPL #NoDAPL,fear
5611,@tdfischer_ they wish. #StandWithStandingRock #NoDAPL,fear
5612,San Francisco Moves To Divest $1.2B From Companies Financing Dakota Access Pipeline via @CBS #NoDAPL https://t.co/JFpD1rQBs1 https://t.co/zfqkEPuItb,fear
5613,"💥#WaterIsLife #NoDAPL #NoKXL 
💥Defund the Dakota Access pipeline!  
💥Pls✏ https://t.co/1QWn1qf9Ji TYSM
💥#StandingRock... by #RoknRob121 https://t.co/gx0Ysyl6XB",fear
5614,Suppressed Memo Shows Army Corps Failures in Reviewing the Dakota Access Pipeline https://t.co/TX24C2ZGFA #nodapl,fear
5615,This is a crime. #NoDAPL https://t.co/W3cWwEDpzT,fear
5616,The Earth2Trump Roadshow of Resistance is coming to John Hancock Hall in Boston on April 8 at 7pm. #NoDAPL #Standing Rock https://t.co/cxaoqFeQ15,fear
5617,Don't forget about this. They said this would happen and it did. #NoDAPL   https://t.co/KGqM2eGuB4,fear
5618,"I hadn't seen this yesterday. 
#NoDAPL 
https://t.co/KAsbd7z2DS",fear
5619,More losses for Energy Transfer Partners as more investors ran to the exits. #NoDAPL #WaterIsLife https://t.co/SajNrhyjLl,fear
5620,#BigOil is ~ Broken ~ https://t.co/MeOgUpwGmq #NoDAPL #NoKeystoneXL #NoKXL #NoEE #StopKM #NoKM #NoEnergyEast #CdnPoli #AbLeg #CPCLdr #PCLdr,fear
5621,"@tdfischer_ there is no ""was"". #NoDAPL is still going on. #NoDAPL #StandWithStandingRock",fear
5622,Wells Fargo's Dakota Access Financing Prompts a Shareholder Vote - Bloomberg #NODAPL #Divest #Diversity  https://t.co/8rSVa2d2LU,fear
5623,"@MarkRuffalo I'm going to keep asking 🇺🇸➡Do we have enough evidence for #Impeachment ⁉
#NoDAPL #marchforscience #NobanNoWall 
#TrumpBudget
✌",fear
5624,Coming up in April! From Pipelines To Courts To Prisons: Building a Strong Movement Defense https://t.co/ese3YtSQmD #NoDAPL https://t.co/zI5XOnOxNc,fear
5625,"Bronson Koenig, a hero of WI's #MarchMadness upset, is also a #NoDAPL activist! #StandwithStandingRock! https://t.co/3LmNbiiTEY @legaleagle",anger
5626,Listen &amp; Share- About  #Activism #Ferguson #Anonymous #NoDAPL #Police &amp; #USGovernment with guest @Anon0utlaw https://t.co/2trP1Z9xPu …,fear
5627,#NoDAPL Appeals court refuses to stop oil in Dakota Access pipeline - ABC News - https://t.co/lDQ1OplWDZ via @ABC,fear
5628,"This Is No Joke Guys.
Infrastructure Report Card: 'D'
And D Stands For Not Drinkable
#WaterIsLife #PeopleOverOil #NoDAPL #NoSabal #NoKXL ... https://t.co/GD9CuQFALZ",fear
5629,"#NoDAPL Completion Imminent, Resistance Remains Steady
https://t.co/QVzUvrbGCQ
#NoPipelines #INDIGENOUS #TAIRP https://t.co/3EiN6YQ7i9",fear
5630,"SYRIA: Avaaz, Purpose &amp; the Art of Selling Hate for Empire https://t.co/ROR7ni1ARE #NoDAPL",anger
5631,Women's March On Washington: To White Women Who Were Allowed To Resist While We Survived Passive Racism https://t.co/0ucEHH5Ucg #NoDAPL,fear
5632,"inspiring and strong #Women
#WaterIsLife
#NoDAPL
#StandingRock
#NativeAmericans
#FF
@WinonaLaduke
@zhaabowekwe
and LaDonna Brave Bull Allard",fear
5633,Brilliant!!!!! So much love and respect for woke players #Badgers! Sweet victory! #BlackLivesMatter #NoDAPL!,joy
5634,"Say no to the Dakota Access Pipeline and hear from Cheryl Angel, Lakota Elder on the Roadshow of Resistance. #NoDAPL https://t.co/vKiLBC34MY",fear
5635,Excited to see Chief Arvol Looking Horse talk about #StandingRock @StandingRockST #WaterIsLife #NoDAPL,fear
5636,Win a Custom Guitar and a Trip to See @davematthewsbnd in aid of #StandingRock #noDAPLwithDaveandTim https://t.co/bYcWuwIY1c @Prizeo #nodapl,fear
5637,.@Samediggi peoples persuade #Norway @KLPkvitrer divest from Dakota Access #NoDAPL #weareindigenous https://t.co/4MzdpQb4co #bizandhhrr,fear
5638,"Ireland, first country to fully divest from fossil fuels. Sweden &amp; China! heading there. Divestment Campaign!#NoDAPL#INDIGENOUS",fear
5639,Can we? At what cost??? #NoBanNoWall #NoDAPL #BlackLivesMatter #MelaninMatters #BlackLiberation #ResistRebelReclaim https://t.co/8VNHRZLQM9,fear
5640,San Francisco Moves To Divest $1.2B From Companies Financing Dakota Access Pipeline via @CBS #NoDAPL https://t.co/vbSaCKhXKy https://t.co/cenTLza6OC,fear
5641,@DAPLfacts is Energy Transfer Partners in a Little Red Riding Hood cape. When it spills it will cause #cancer &amp; up the cost of food #NODAPL https://t.co/RbQ9pgWf3F,sadness
5642,SOB. I still #StandWithStandingRock #NoDAPL # #NoBakken #WaterProtectors #WaterIsLife #MniWiconi https://t.co/TpSZIAEdFc,fear
5643,Trump Wants to Hand $58 Billion More to One of the World's Biggest Drivers of Climate Catastrophe https://t.co/nrZ3DgYdgG #NoDAPL #Standin…,fear
5644,#DAPL #Banking #creditunion American banks are funding the DAPL #oil #NoDAPL #resist https://t.co/hXkaMQuLcC,anger
5645,LISTEN: The Lies They Tell. The Pitiful State of Environmentalism and its Neoliberalization https://t.co/I0gSmqzqkW #NoDAPL,fear
5646,@goldengateblond @Cindy63306167 Tell us about it. Giirrrl for real tho! #AngelaMerkel #GirlOnFire #NoDAPL #NoFracking #BlackQueens #Muslims,fear
5647,"#NoDAPL
""..destroy water with chemical...doesn't make a corporation a terrorist""
https://t.co/74qQoor2Hh …
&gt;@WinonaLaduke @AmericanIndian8",fear
5648,AgweekTV: Aftermath of DAPL protest continues for farmers &amp; ranchers https://t.co/lry9036qUi #Fracking #NoDAPL,fear
5649,I see enough of his butt I am not installing more BS than necessary. But I appreciate the offer. #NoOnDrumpf #YesOnMySanity #NoDAPL #Muslims https://t.co/5jk3oNLDqJ,anger
5650,Be strong relatives the battle may be long but it will be worth it. #NoDAPL #DeFundDAPL #NativeNationsRise https://t.co/bv67S92um0,fear
5651,"@yemitwist Hey #Jesus resides in #Mexico he's on a 360% spin cycle. #NoBanNoWall #NoDAPL @Twitter #BlackTwitter Seriously though, no joke.",fear
5652,The Earth2Trump Roadshow of Resistance is coming to Academy of Music in Northampton on April 6 at 7pm. #NoDAPL #Standing Rock https://t.co/V4zGOl7Syh,fear
5653,Boozhoo🙏🏼 @mikakiwanini @Nokomaq @Chief_Tatanka @YaSkye1 @CandidaOrta @BayQuaderer @LonewolfFredkmp @notaxiwarrior @Littlecub71 #NoDAPL 💦✊🏼💦 https://t.co/RjxSDjkSCX,fear
5654,"Wow..Proof a 4th Grader has more *everything* than @realDonaldTrump ..
#NoDapl #WaterProtectors #StandingRock #Indigenous #EnforceTreaties https://t.co/ix9vMZKXKh",fear
5655,"ICYMI - Colonialism, climate change and #NoDAPL Why being a good ally is key https://t.co/NeTMULC3ZN",fear
5656,Federal Appeals Court Won’t Block #DakotaAccessPipeline As It Nears Completion https://t.co/qp1spX0AHh via @zoetillman @BuzzFeed #NoDAPL,fear
5657,Representing Hawaii in a PSA. https://t.co/L9nlpXCY9R #WaterIsLife #NoDAPL #climatechange #Resistance #epa,fear
5658,Why Sarah Silverman Is Moving Her Money To Credit Union #BankExit #NoDAPL congress sees us as consumers not citizens https://t.co/nnj12Q7KKI,fear
5659,Sad news so far today. #NoDAPL  https://t.co/1B6dLzlQqe,sadness
5660,There are #Divest &amp; #KeepItInTheGround actions going on around the world. Find them &amp; join in if you want a future on this planet. #NoDAPL,anger
5661,"News roundup for the last week in #NoDAPL. 

We soldier on. #DefundDAPL #NativeNationsRise #ResistanceIsDuty https://t.co/DTtfU8EvmP",fear
5662,RT US-Who's Manipulating Ground Water in California?  https://t.co/QzEGrKuZfb cc/ #WaterIsLife #WaterProtectors #NoDAPL #NoKXL #nofracking,fear
5663,Today 4pm EST @Yazzie_TheCook on The Bridge with Kira on @Freedom_Slips https://t.co/giIZj7QuHS #NoDAPL #FoodSovereignty #IndigenousCusine https://t.co/nGOwXBkD3p,fear
5664,"#WikiLeaks #Agriculture revival
#Bees of #British-BeeHive battalion @2Big2Bite #Concert 
#OWS
#GlassSteagall
#NoDapl
https://t.co/KGYgbXo1h8",fear
5665,@St3v3nicy @realDonaldTrump will do more damage and kill more Americans than #ISIS ultimately. Let's hope that is proven wrong.#NoDAPL,fear
5666,Officially leaving Wells Fargo for that credit union life. #NoDAPL #byebyebanks,fear
5667,Access Pipeline Foes: We Aren't Done Fighting Yet #Indigenous #NoDAPL #WaterIsLife #MniW….,fear
5668,"VIDEO: Sept. 30th, 2011: TIPNIS: Indigenous of Western Bolivia support Government (english subs) https://t.co/Y5qLcsVqyU #NoDAPL",fear
5669,These are just 8 of the Native women you should have learned about in history class https://t.co/5doExfK6aq #NoDAPL #StandingRock #WaterIs…,fear
5670,Amen! #NoDAPL #WaterIsLife https://t.co/u3UvbWmw6U,anger
5671,"@SmithInAmerica Should have vetoed the Indian Removal Act. Someone else's pic should be on the $20, not that POS. #Indigenous #NoDAPL",fear
5672,We must keep the pressure up as @POTUS cuts back EPA and opens up DAPL &amp; Keystone XL #NODAPL #climatemarch https://t.co/PZj6dihW2x,fear
5673,"We're in the upside down, and it ain't pretty. #NoDAPL #resist https://t.co/L229m7fJxo",anger
5674,RT US Iowa-Water protectors gather at State Capitol https://t.co/pD1KyM0bDr #NoDAPL #NoKXL #nofracking #WaterIsLife,fear
